Name,Estado,Cidade,Segmento,Público Alvo,Modelo de Receita,Ano de Fundação,Tamanho,Mais Informação,Momento
Milênio Bus,SP,SÃO PAULO,Logística e Mobilidade Urbana,B2B,Hardware,2018,1-5,sbase.me/s/milenio-bus-1597621081751,Operação
Legado Circular,SP,MOGI DAS CRUZES,Desenvolvimento de Software,B2B2C,Marketplace,2020,1-5,sbase.me/s/legado-circular,Operação
Emsys,SP,SÃO PAULO,Hardware,B2G,Hardware,2019,6-10,sbase.me/s/emsys,Operação
ISKRA,SP,SÃO JOSÉ DOS CAMPOS,Transportes,B2B,Outros,2019,N/D,sbase.me/s/iskra-1597268270169,Ideação
Ecomilhas,SP,CAMPINAS,Logística e Mobilidade Urbana,B2B2C,SaaS,2020,6-10,sbase.me/s/ecomilhas,Operação
EMSISTI Sistemas Espaciais & Tecnologia,SP,FRANCA,Segurança e Defesa,B2B2C,Hardware,2010,6-10,sbase.me/s/emsisti-sistemas-espaciais-and-tecnologia,Tração
Ease Sm,SP,SÃO JOSÉ DOS CAMPOS,Produtos de Consumo,B2B2C,Marketplace,2019,1-5,sbase.me/s/ease-sm,Operação
Albuquerque Publicidade & Eventos,SP,RIBEIRÃO PRETO,Comunicação e Mídia,B2B2C,Outros,2018,1-5,sbase.me/s/albuquerque-publicidade-eventos,Operação
EloPag Conexão Monetizada,SP,CAMPINAS,Big Data,B2C,SaaS,2019,1-5,sbase.me/s/elopag-conexao-monetizada--1596228917582,Tração
Primepass,SP,SÃO PAULO,Entretenimento,B2B2C,Marketplace,2015,21-50,sbase.me/s/primepass,Tração
Lanup,SP,SÃO PAULO,Gestão,B2B2C,SaaS,2019,6-10,sbase.me/s/lanup,Tração
Luna,SP,SÃO PAULO,Seguros,B2C,Outros,2020,1-5,sbase.me/s/luna,Operação
Nextcode,SP,SÃO PAULO,Big Data,B2B,SaaS,2017,11-20,sbase.me/s/nextcode,Tração
Localiza Obras,SP,SOROCABA,Construção Civil,B2B2C,Venda de dados,2017,1-5,sbase.me/s/localiza-obras,Tração
INUV,SP,SANTO ANDRÉ,Cloud Computing,B2B,SaaS,2018,1-5,sbase.me/s/inuv,Tração
NEOGENYS Diagnóstico Molecular,SP,RIBEIRÃO PRETO,Saúde e Bem-estar,B2B2C,Outros,2019,1-5,sbase.me/s/neogenys-diagnostico-molecular,Ideação
ZahavLab,SP,SÃO PAULO,Desenvolvimento de Software,B2B,Outros,2019,1-5,sbase.me/s/zahavlab,Ideação
Dinâmica Group,SP,SÃO JOSÉ DOS CAMPOS,Educação,B2C,Outros,2012,21-50,sbase.me/s/dinamica-group,Tração
Ellevn,SP,JUNDIAÍ,E-commerce,B2C,E-commerce,2019,1-5,sbase.me/s/ellevn,Operação
Reeturn,SP,JUNDIAÍ,Varejo / Atacado,B2B,Licenciamento,2020,1-5,sbase.me/s/reeturn,Ideação
Plantem,SP,SÃO JOSÉ DOS CAMPOS,Meio Ambiente,B2B,SaaS,2018,1-5,sbase.me/s/plantem,Ideação
Barpass,SP,SÃO PAULO,Vendas e Marketing,B2B2C,Outros,2019,6-10,sbase.me/s/barpass,Operação
Agro de Respeito - Soluções Digitais,SP,RIO CLARO,Agronegócio,B2B2C,Outros,2017,1-5,sbase.me/s/agro-de-respeito-solucoes-digitais,Tração
Workey,SP,SÃO PAULO,Eventos e Turismo,B2C,Marketplace,2019,6-10,sbase.me/s/workey,Ideação
iSpa,SP,SÃO JOSÉ DOS CAMPOS,Saúde e Bem-estar,B2B2C,Marketplace,2018,1-5,sbase.me/s/ispa,Operação
Medictalks,SP,SÃO PAULO,Saúde e Bem-estar,B2B,SaaS,2020,6-10,sbase.me/s/medictalks,Operação
Mastery Design,SP,ITATIBA,Outros,B2B,Outros,2018,1-5,sbase.me/s/mastery-design,Tração
Ideas.Farm,SP,SÃO PAULO,Eventos e Turismo,B2B,Marketplace,2015,1-5,sbase.me/s/ideasfarm,Operação
Pandora Data,SP,SÃO PAULO,Big Data,B2B2C,SaaS,2018,1-5,sbase.me/s/pandora-data,Operação
Apê11,SP,SÃO PAULO,Imobiliário,B2C,Marketplace,2018,11-20,sbase.me/s/ape11,Operação
Iupiy,SP,MOGI DAS CRUZES,Varejo / Atacado,B2B,SaaS,2019,1-5,sbase.me/s/iupiy,Operação
Petcli,SP,SÃO PAULO,Pets,B2B2C,Marketplace,2020,1-5,sbase.me/s/petcli,Tração
Moveout aplicativo de mudanças,SP,SÃO PAULO,Logística e Mobilidade Urbana,B2B2C,Outros,2019,1-5,sbase.me/s/moveout-aplicativo-de-mudancas,Operação
Newis.Cool,SP,RIBEIRÃO PRETO,Educação,B2B2C,SaaS,2018,6-10,sbase.me/s/newis-cool,Operação
Minha Cirurgia,SP,AMERICANA,Saúde e Bem-estar,B2B2C,SaaS,2019,1-5,sbase.me/s/minha-cirurgia,Tração
LUCA - Ciência para Educar,SP,SÃO PAULO,Educação,B2B2C,Consumer,2016,1-5,sbase.me/s/luca-ciencia-para-educar,Operação
KCMS,SP,SÃO PAULO,Varejo / Atacado,B2B,SaaS,1998,21-50,sbase.me/s/kcms,Tração
Accerto,SP,SÃO PAULO,Gestão,B2B,SaaS,2020,1-5,sbase.me/s/accerto,Ideação
Fale+Idiomas,SP,SÃO PAULO,Educação,B2B2C,E-commerce,2019,1-5,sbase.me/s/fale-idiomas,Operação
Trieduc Inteligência Educacional,SP,SÃO PAULO,Educação,B2B,Outros,2015,11-20,sbase.me/s/trieduc-inteligencia-educacional-,Tração
Plugify,SP,SÃO PAULO,Hardware,B2B,SaaS,2015,11-20,sbase.me/s/plugify,Tração
PostSpot,SP,BARUERI,Vendas e Marketing,B2B,SaaS,2017,1-5,sbase.me/s/postspot,Tração
ASAPPAY Tecnologia em Meios de Pagamento,SP,SÃO PAULO,Finanças,B2B,Licenciamento,2018,11-20,sbase.me/s/asappay-tecnologia-em-meios-de-pagamento,Operação
Retailbox,SP,SÃO PAULO,E-commerce,B2S,SaaS,2018,11-20,sbase.me/s/retailbox,Operação
Valoreasy,SP,SÃO PAULO,Finanças,B2B,Outros,2017,6-10,sbase.me/s/valoreasy,Tração
Spin Pay,SP,SÃO JOSÉ DOS CAMPOS,Finanças,B2B,SaaS,2018,21-50,sbase.me/s/spin-pay,Tração
Innovecare,SP,SÃO PAULO,Saúde e Bem-estar,B2B,SaaS,2018,6-10,sbase.me/s/innovecare,Operação
TIKAL TECH,SP,SÃO PAULO,Direito,B2B,SaaS,2015,21-50,sbase.me/s/tikal-tech,Tração
STEMblox,SP,SÃO PAULO,Educação,B2B,Hardware,2019,1-5,sbase.me/s/stemblox-1583949458756,Operação
THEO,SP,SERTÃOZINHO,Logística e Mobilidade Urbana,B2B2C,Marketplace,2020,6-10,sbase.me/s/theo,Tração
ELIOS Energias Renováveis,SP,SÃO PAULO,Segurança e Defesa,B2S,Outros,2019,1-5,sbase.me/s/elios-energias-renovaveis,Ideação
Huddle Brasil - Além do Currículo,SP,SÃO PAULO,Recursos Humanos,B2B,SaaS,2018,6-10,sbase.me/s/huddle-brasil-alem-do-curriculo,Operação
OPINAÊ,SP,SÃO JOSÉ DOS CAMPOS,CRM,B2B,SaaS,2017,1-5,sbase.me/s/opinae,Operação
Mech4u,SP,SÃO PAULO,Indústria,B2B,Outros,2019,6-10,sbase.me/s/mech4u,Operação
wepulse,SP,AMERICANA,Saúde e Bem-estar,B2C,Marketplace,2019,11-20,sbase.me/s/wepulse,Operação
Eus,SP,SÃO PAULO,E-commerce,B2C,E-commerce,2018,1-5,sbase.me/s/eus,Operação
Looplex,SP,SÃO BERNARDO DO CAMPO,Direito,B2B,Outros,2014,21-50,sbase.me/s/looplex,Tração
Livre Mobilidade,SP,RIBEIRÃO PRETO,Logística e Mobilidade Urbana,B2B2C,Outros,2019,1-5,sbase.me/s/livre-mobilidade,Operação
AIDE Health,SP,SÃO PAULO,Saúde e Bem-estar,B2B,SaaS,2019,6-10,sbase.me/s/aide-health,Operação
PandaPay,SP,MATÃO,Finanças,B2B2C,SaaS,2019,1-5,sbase.me/s/pandapay,Operação
Expresso Delivery,SP,SÃO JOSÉ DOS CAMPOS,Outros,B2B,SaaS,2015,21-50,sbase.me/s/expresso-delivery,Tração
2B8 - Tecnologia,SP,RIBEIRÃO PRETO,Desenvolvimento de Software,B2B,Outros,2019,1-5,sbase.me/s/2b8-tecnologia,Operação
Mais Doctors,SP,MARÍLIA,Saúde e Bem-estar,B2B2C,SaaS,2018,1-5,sbase.me/s/mais-doctors,Tração
Meu Próximo Passo,SP,SÃO JOSÉ DOS CAMPOS,Desenvolvimento de Software,B2B,SaaS,2020,1-5,sbase.me/s/meu-proximo-passo,Ideação
STC Simuladores,SP,SÃO PAULO,Agronegócio,B2B,Outros,2017,6-10,sbase.me/s/stc-simuladores,Tração
Geradores EIP,SP,BARUERI,Energia,B2B,Outros,2008,1-5,sbase.me/s/geradores-eip-1580836319570,Tração
Guide121,SP,FRANCA,Eventos e Turismo,B2B2C,SaaS,2016,6-10,sbase.me/s/guide121,Tração
Delivery Fit,SP,SÃO PAULO,Saúde e Bem-estar,B2B2C,Marketplace,2019,1-5,sbase.me/s/delivery-fit,Operação
AgriPad,SP,JUNDIAÍ,Agronegócio,B2B,Marketplace,2018,6-10,sbase.me/s/agripad,Operação
Evencard,SP,SÃO PAULO,Finanças,B2B,SaaS,2014,11-20,sbase.me/s/evencard-1580236943912,Tração
ZapFrete,SP,SÃO PAULO,Logística e Mobilidade Urbana,B2B,SaaS,2019,11-20,sbase.me/s/zapfrete,Operação
Keyfast,SP,SÃO PAULO,Imobiliário,B2B2C,Marketplace,2019,11-20,sbase.me/s/keyfast,Tração
Nosso Livro,SP,SÃO JOSÉ DO RIO PRETO,Educação,P2P,Marketplace,2018,1-5,sbase.me/s/nosso-livro,Operação
Perukas,SP,CAMPINAS,Moda e Beleza,B2B2C,SaaS,2019,1-5,sbase.me/s/perukas,Ideação
Bright Cities,SP,SÃO PAULO,Outros,B2G,SaaS,2018,1-5,sbase.me/s/bright-cities,Operação
Nuvem Fone,SP,ARARAQUARA,TIC e Telecom,B2C,SaaS,2019,6-10,sbase.me/s/nuvem-fone,Tração
Personal Virtual,SP,PINDAMONHANGABA,Saúde e Bem-estar,B2B2C,SaaS,2018,6-10,sbase.me/s/personal-virtual,Tração
SX Lighting,SP,SÃO PAULO,Indústria,B2B,Outros,2015,51-100,sbase.me/s/sx-lighting,Operação
4Pay,SP,RIBEIRÃO PRETO,Vendas e Marketing,B2B2C,Outros,2017,11-20,sbase.me/s/4pay,Tração
Guardians Biotech,SP,RIBEIRÃO PRETO,Biotecnologia,B2B2C,E-commerce,2019,1-5,sbase.me/s/guardians-biotech,Ideação
MicroControl Innovation,SP,RIBEIRÃO PRETO,Agronegócio,B2B,Outros,2017,1-5,sbase.me/s/microcontrol-innovation,Ideação
engata e vai,SP,SÃO CAETANO DO SUL,Educação,B2C,Consumer,2016,1-5,sbase.me/s/engata-e-vai,Ideação
Huntag,SP,RIBEIRÃO PRETO,Vendas e Marketing,B2B,SaaS,2018,1-5,sbase.me/s/huntag,Operação
Educacross,SP,RIBEIRÃO PRETO,Educação,B2B2C,SaaS,2015,11-20,sbase.me/s/educacross,Tração
GuiaLucro,SP,RIBEIRÃO PRETO,Educação,B2B2C,SaaS,2018,1-5,sbase.me/s/guialucro,Ideação
Turnus,SP,SOROCABA,Recursos Humanos,B2B,SaaS,2018,1-5,sbase.me/s/turnus,Operação
Prognosys,SP,SÃO CARLOS,Indústria,B2B,Licenciamento,2018,1-5,sbase.me/s/prognosys,Operação
Liven,SP,RIBEIRÃO PRETO,Desenvolvimento de Software,B2B,Outros,2017,21-50,sbase.me/s/liven,Operação
B-15,SP,SÃO JOSÉ DOS CAMPOS,Gestão,B2B,Licenciamento,1991,11-20,sbase.me/s/b15,Tração
BRENG,SP,TAUBATÉ,Outros,B2B2C,Outros,2017,11-20,sbase.me/s/breng,Operação
Solar Social,SP,SÃO JOSÉ DOS CAMPOS,Outros,B2B2C,Marketplace,2017,1-5,sbase.me/s/solar-social,Operação
Geniuz7 Product Designer,SP,SÃO PAULO,Outros,B2B2C,Outros,2016,1-5,sbase.me/s/geniuz7-product-designer-,Operação
SleepUp,SP,SÃO JOSÉ DOS CAMPOS,Saúde e Bem-estar,B2C,SaaS,2019,1-5,sbase.me/s/sleepup,Operação
Persona Decora,SP,SÃO JOSÉ DOS CAMPOS,Serviços Profissionais,B2B2C,Marketplace,2018,1-5,sbase.me/s/persona-decora,Ideação
Superquadras,SP,GUARATINGUETÁ,Construção Civil,B2B2C,SaaS,2018,6-10,sbase.me/s/superquadras,Operação
Thomas Jeferson Growth Research,SP,SÃO JOSÉ DOS CAMPOS,Desenvolvimento de Software,B2B2C,SaaS,2011,1-5,sbase.me/s/thomas-jeferson-growth-research,Operação
LOOK UP LOOKS,SP,SÃO JOSÉ DOS CAMPOS,Moda e Beleza,B2B,Outros,2019,1-5,sbase.me/s/look-up-looks-1575646044670,Operação
Mobaya,SP,SÃO JOSÉ DOS CAMPOS,Construção Civil,B2B,SaaS,2019,6-10,sbase.me/s/mobaya,Operação
SeuTanaka.app,SP,SÃO JOSÉ DOS CAMPOS,Saúde e Bem-estar,B2C,Marketplace,2019,1-5,sbase.me/s/seutanaka-app,Operação
Emanda,SP,MOGI DAS CRUZES,E-commerce,B2B2C,SaaS,2019,1-5,sbase.me/s/emanda,Operação
Corta Fila,SP,SÃO PAULO,Outros,B2B2C,Marketplace,2016,1-5,sbase.me/s/corta-fila,Operação
Mais Que Cliente,SP,SÃO PAULO,Automobilismo,B2B2C,Marketplace,2019,6-10,sbase.me/s/mais-que-cliente,Tração
GoGuidia,SP,SÃO PAULO,Eventos e Turismo,B2C,E-commerce,2019,1-5,sbase.me/s/goguidia,Operação
Sonho.exe,SP,SÃO PAULO,Recursos Humanos,B2B,Marketplace,2018,1-5,sbase.me/s/sonho-exe,Ideação
Let's Work,SP,CAMPINAS,Recursos Humanos,B2B,SaaS,2017,1-5,sbase.me/s/let-s-work,Operação
NeuralMind,SP,SÃO PAULO,Desenvolvimento de Software,B2B,SaaS,2017,21-50,sbase.me/s/neuralmind,Tração
Digital In Soluções de Marketing e Branding,SP,JUNQUEIRÓPOLIS,Advertising,B2B,Outros,2009,1-5,sbase.me/s/digital-in-solucoes-de-marketing-e-branding,Operação
AGROPLACE,SP,SÃO PAULO,Agronegócio,B2B2C,Marketplace,2018,1-5,sbase.me/s/agroplace,Operação
HandOver,SP,CAMPINAS,Logística e Mobilidade Urbana,B2B,Hardware,2018,6-10,sbase.me/s/handover,Tração
Eliezer de Paula,SP,JUNDIAÍ,Saúde e Bem-estar,B2C,Outros,2018,6-10,sbase.me/s/eliezer-de-paula,Operação
Innovare TI,SP,RIBEIRÃO PRETO,Desenvolvimento de Software,B2B,SaaS,2015,11-20,sbase.me/s/innovare-ti,Operação
Mondi Energy,SP,DIADEMA,Energia,B2B,Outros,2019,1-5,sbase.me/s/mondi-energy,Ideação
AM10 Tecnologia da Informação,SP,SÃO JOSÉ DOS CAMPOS,Desenvolvimento de Software,B2B,SaaS,2012,1-5,sbase.me/s/am10-tecnologia-da-informacao,Operação
FieldForce,SP,SÃO JOSÉ DOS CAMPOS,Construção Civil,B2B,Venda de dados,2019,1-5,sbase.me/s/fieldforce,Ideação
Autozap,SP,OSASCO,Automobilismo,B2B2C,Marketplace,2018,6-10,sbase.me/s/autozap,Operação
Reformaí,SP,SÃO PAULO,Construção Civil,B2C,Marketplace,2018,1-5,sbase.me/s/reformai,Ideação
CredUse,SP,SÃO PAULO,Vendas e Marketing,B2B,SaaS,2019,6-10,sbase.me/s/creduse,Tração
Cartório Canino,SP,SÃO PAULO,Pets,B2C,E-commerce,2019,6-10,sbase.me/s/cartorio-canino,Operação
1º Cartório Canino do Brasil,SP,BARRETOS,Pets,B2C,E-commerce,2019,6-10,sbase.me/s/1-cartorio-canino-do-brasil,Operação
MEDLIG,SP,SÃO PAULO,Saúde e Bem-estar,B2B2C,Marketplace,2017,1-5,sbase.me/s/medlig,Ideação
IFESP,SP,SÃO PAULO,Educação,B2C,E-commerce,2007,21-50,sbase.me/s/ifesp,Tração
Mobvi,SP,RIBEIRÃO PRETO,Transportes,B2B,SaaS,(Não informado),6-10,sbase.me/s/mobvi,Operação
ValorX,SP,SÃO PAULO,Automobilismo,B2B2C,SaaS,2017,6-10,sbase.me/s/valorx,Operação
Linker,SP,SÃO PAULO,Finanças,B2B,SaaS,2019,6-10,sbase.me/s/linker,Operação
Results,SP,SÃO PAULO,TIC e Telecom,B2B,SaaS,2015,1-5,sbase.me/s/results,Ideação
Global Forest Bond,SP,JAGUARIÚNA,Meio Ambiente,B2B,Outros,2019,6-10,sbase.me/s/global-forest-bond,Operação
Atletize.me,SP,SÃO PAULO,Esportes,B2C,Outros,2019,6-10,sbase.me/s/atletize-me,Tração
AcessoKids,SP,SÃO PAULO,Entretenimento,B2B2C,Marketplace,2017,6-10,sbase.me/s/acessokids,Tração
Neoo,SP,JAGUARIÚNA,Saúde e Bem-estar,B2B,Marketplace,2019,6-10,sbase.me/s/neoo,Operação
BizDream,SP,SÃO JOSÉ DOS CAMPOS,Internet,B2C,Marketplace,2018,6-10,sbase.me/s/bizdream-1561837369703,Operação
Talugado,SP,SÃO PAULO,Imobiliário,B2B2C,SaaS,2019,1-5,sbase.me/s/talugado,Ideação
Problemateca,SP,RIBEIRÃO PRETO,Serviços Profissionais,B2B,Outros,2019,1-5,sbase.me/s/problemateca,Ideação
DeliveryIt - Plataforma de Delivery e Marketing para Restaurantes,SP,SÃO PAULO,Vendas e Marketing,B2C,SaaS,(Não informado),6-10,sbase.me/s/deliveryit-plataforma-de-delivery-e-marketing-para-restaurantes,Tração
AIM,SP,SÃO PAULO,S/N,B2B2C,Marketplace,2017,6-10,sbase.me/s/aim,Tração
Pingou,SP,CAMPINAS,S/N,B2C,Marketplace,2018,6-10,sbase.me/s/pingou,Tração
ESPORTES COMPANY TECNOLOGIA ESPORTIVA,SP,SÃO PAULO,Esportes,B2B2C,SaaS,2016,6-10,sbase.me/s/esportes-company-tecnologia-esportiva,Tração
CBC Negócios,SP,SÃO PAULO,Outros,B2B,Marketplace,2012,6-10,sbase.me/s/cbc-negocios,Tração
Muito Interessante,SP,SÃO PAULO,Comunicação e Mídia,B2C,Venda de dados,(Não informado),6-10,sbase.me/s/muitointeressante,Tração
NTU SOFTWARE TECHNOLOGY,SP,SÃO PAULO,TIC e Telecom,B2B,Hardware,(Não informado),1-5,sbase.me/s/ntu-software-technology,Ideação
OpenSenses,SP,SÃO PAULO,Educação,B2B,SaaS,(Não informado),6-10,sbase.me/s/opensenses,Operação
Soloplásticos Construções Sustentáveis de Alto Desempenho,SP,SÃO PAULO,Construção Civil,B2B,Consumer,(Não informado),1-5,sbase.me/s/soloplasticos-construcoes-sustentaveis-de-alto-desempenho,Ideação
INVEST AMIGO,SP,SÃO PAULO,Finanças,B2B,Marketplace,(Não informado),6-10,sbase.me/s/invest-amigo,Operação
Ziro Moda,SP,SÃO PAULO,Moda e Beleza,B2B,Marketplace,(Não informado),21-50,sbase.me/s/ziro-moda,Tração
byBnD,SP,SÃO PAULO,Mobile,B2B2C,Outros,2019,6-10,sbase.me/s/bybnd,Operação
Lexio,SP,SÃO PAULO,Direito,B2B,SaaS,2017,6-10,sbase.me/s/lexio,Tração
figaaro,SP,CAMPINAS,Serviços Profissionais,B2B2C,Marketplace,2018,6-10,sbase.me/s/figaaro,Tração
eBUFFET,SP,SANTOS,Eventos e Turismo,B2B,Marketplace,2018,1-5,sbase.me/s/ebuffet,Ideação
Dr. Benefício,SP,CAÇAPAVA,Saúde e Bem-estar,B2C,Consumer,2015,21-50,sbase.me/s/dr-beneficio-2,Tração
DrivEasy,SP,SÃO JOSÉ DOS CAMPOS,Transportes,B2B2C,Outros,2019,1-5,sbase.me/s/driveasy,Ideação
Idealize,SP,SÃO JOSÉ DOS CAMPOS,Imobiliário,B2B2C,Outros,2018,6-10,sbase.me/s/idealize,Operação
Subiter,SP,SÃO JOSÉ DOS CAMPOS,Indústria,B2B,Licenciamento,2019,1-5,sbase.me/s/subiter,Ideação
OTBIO,SP,SÃO PAULO,Meio Ambiente,B2B,Outros,2019,6-10,sbase.me/s/otbio,Operação
EHealth School,SP,TAUBATÉ,Educação,B2C,SaaS,(Não informado),6-10,sbase.me/s/ehealth-school,Tração
Rádio RMVale,SP,RIBEIRÃO PRETO,Comunicação e Mídia,B2B2C,Outros,1918,6-10,sbase.me/s/radio-rmvale,Tração
Venda.la,SP,SÃO PAULO,Vendas e Marketing,B2B,SaaS,(Não informado),6-10,sbase.me/s/vendala,Tração
Boomit,SP,SÃO PAULO,Educação,B2C,SaaS,(Não informado),6-10,sbase.me/s/boomit,Tração
Inti,SP,SÃO CAETANO DO SUL,Eventos e Turismo,B2B,SaaS,(Não informado),6-10,sbase.me/s/inti,Tração
Primordial Consultoria e Sistemas,SP,SÃO PAULO,TIC e Telecom,B2B2C,Outros,1998,6-10,sbase.me/s/primordial-consultoria-e-sistemas,Tração
Wiki4fit,SP,SÃO PAULO,Esportes,B2C,SaaS,(Não informado),6-10,sbase.me/s/wiki4fit,Tração
Decorati,SP,TAUBATÉ,Construção Civil,B2B2C,Marketplace,(Não informado),6-10,sbase.me/s/decorati,Tração
Consult-UP,SP,SÃO PAULO,Serviços Profissionais,B2B,Outros,2019,6-10,sbase.me/s/consult-up,Operação
Exchange Now,SP,SÃO PAULO,Finanças,B2B,Outros,(Não informado),6-10,sbase.me/s/exchange-now,Tração
Pagare Tecnologia e Serviços Ltda,SP,SÃO PAULO,Finanças,B2B,SaaS,2017,6-10,sbase.me/s/pagare-tecnologia-e-servicos-ltda,Operação
Troco Simples,SP,SÃO JOÃO DA BOA VISTA,Finanças,B2B,SaaS,(Não informado),6-10,sbase.me/s/troco-simples,Operação
Kvalo,SP,BARUERI,Advertising,B2C,Marketplace,2018,6-10,sbase.me/s/kvalo,Tração
Doc2Doc,SP,GUARULHOS,Saúde e Bem-estar,B2B2C,Marketplace,2018,6-10,sbase.me/s/doc2doc,Operação
empretec.co,SP,SÃO PAULO,Construção Civil,B2C,Outros,2018,6-10,sbase.me/s/empretecco,Operação
PetParker,SP,SÃO PAULO,Pets,S/N,S/N,(Não informado),6-10,sbase.me/s/petparker,Tração
KEEP.I,SP,SÃO PAULO,Vendas e Marketing,B2B,SaaS,(Não informado),6-10,sbase.me/s/keepi,Tração
Laboratorium,SP,SÃO JOSÉ DOS CAMPOS,Educação,S/N,S/N,(Não informado),6-10,sbase.me/s/laboratorium,Operação
Impulse Boards,SP,CAMPINAS,Automobilismo,S/N,S/N,(Não informado),6-10,sbase.me/s/impulse-boards,Tração
Hangar360,SP,SOROCABA,Transportes,B2B2C,Outros,2009,1-5,sbase.me/s/hangar360,Ideação
Banib Conecta,SP,SÃO PAULO,Imobiliário,B2B,SaaS,(Não informado),6-10,sbase.me/s/banib-conecta,Tração
ATOM BI,SP,AMPARO,Big Data,S/N,S/N,(Não informado),6-10,sbase.me/s/atom-bi,Tração
NUTCOM,SP,CAJURU,Logística e Mobilidade Urbana,B2B,Outros,2013,6-10,sbase.me/s/nutcom,Operação
GRAMAQ,SP,SÃO PAULO,Agronegócio,B2B2C,E-commerce,2018,6-10,sbase.me/s/gramaq,Operação
ProtectMe Serviços de Seguros,SP,RIBEIRÃO PRETO,Seguros,B2B2C,Outros,2018,6-10,sbase.me/s/protectme-servicos-de-seguros,Tração
One IT,SP,FRANCA,TIC e Telecom,B2B,SaaS,2018,6-10,sbase.me/s/one-it,Operação
ADSROCK,SP,SÃO PAULO,E-commerce,B2B,SaaS,2017,6-10,sbase.me/s/adsrock,Tração
Thinkseg,SP,SOROCABA,Seguros,B2C,E-commerce,2016,101-200,sbase.me/s/thinkseg,Tração
Ackles Turismo,SP,SÃO PAULO,Outros,B2B2C,SaaS,2019,1-5,sbase.me/s/ackles-turismo,Ideação
Produtora.com.br,SP,SÃO PAULO,Serviços Profissionais,B2B,E-commerce,2017,6-10,sbase.me/s/produtoracombr,Operação
goLiza,SP,SÃO PAULO,Gestão,B2B,SaaS,2018,6-10,sbase.me/s/goliza,Operação
iTruta,SP,SÃO PAULO,Agronegócio,B2B2C,Marketplace,2018,1-5,sbase.me/s/itruta,Ideação
Mandala Clothing,SP,IBITINGA,Varejo / Atacado,B2B2C,Marketplace,2017,21-50,sbase.me/s/mandala-clothing,Tração
Ônix Multimarcas,SP,SÃO PAULO,E-commerce,B2B2C,Marketplace,2019,1-5,sbase.me/s/onix-multimarcas,Ideação
Mevio,SP,SOROCABA,Gestão,B2B,Licenciamento,2015,1-5,sbase.me/s/mevio,Operação
Ackles Sync,SP,SÃO PAULO,Outros,B2B2C,SaaS,2019,1-5,sbase.me/s/ackles-sync,Ideação
Getmundi,SP,SANTO ANDRÉ,Eventos e Turismo,B2B,Marketplace,2017,6-10,sbase.me/s/getmundi,Operação
VoVs,SP,SÃO PAULO,Saúde e Bem-estar,B2B2C,Venda de dados,2017,1-5,sbase.me/s/vovs,Ideação
MOBILECONT,SP,SÃO PAULO,Serviços Profissionais,B2B2C,SaaS,2015,6-10,sbase.me/s/mobilecont,Tração
ENGAGE for Business,SP,SÃO PAULO,Serviços Profissionais,B2B,Marketplace,2017,6-10,sbase.me/s/engage-for-business,Operação
even,SP,RIBEIRÃO PRETO,Eventos e Turismo,B2B2C,Marketplace,2018,1-5,sbase.me/s/even,Ideação
iGabaritei,SP,SÃO PAULO,Direito,B2C,E-commerce,2016,6-10,sbase.me/s/igabaritei-2,Tração
Mycon - Fintech de Consórcios,SP,MOGI DAS CRUZES,Finanças,B2C,Outros,2017,11-20,sbase.me/s/mycon-fintech-de-consorcios,Operação
Onne.link,SP,SÃO PAULO,Comunicação e Mídia,B2B2C,SaaS,2018,6-10,sbase.me/s/onnelink,Operação
Explore Aprendizagem Criativa,SP,SÃO PAULO,Educação,B2B2C,Outros,1918,6-10,sbase.me/s/explore-aprendizagem-criativa,Tração
Vetnanet,SP,CARAPICUÍBA,Serviços Profissionais,B2B,Outros,2017,1-5,sbase.me/s/vetnanet,Ideação
Dare to Dream,SP,AMERICANA,Saúde e Bem-estar,B2B2C,Outros,2018,6-10,sbase.me/s/dare-to-dream,Tração
É Original,SP,SÃO PAULO,Indústria,B2B,Venda de dados,2015,6-10,sbase.me/s/e-original,Tração
Botanic Me,SP,SÃO PAULO,Biotecnologia,B2B2C,E-commerce,2018,1-5,sbase.me/s/botanic-me,Ideação
Reciclapac,SP,SÃO PAULO,Logística e Mobilidade Urbana,B2B,Hardware,(Não informado),6-10,sbase.me/s/reciclapac,Tração
OriginalMy Blockchain Certificadora Digital LTDA,SP,SÃO PAULO,TIC e Telecom,B2B,SaaS,(Não informado),6-10,sbase.me/s/originalmy-blockchain-certificadora-digital-ltda,Tração
Colabory,SP,SÃO PAULO,TIC e Telecom,B2B,SaaS,(Não informado),6-10,sbase.me/s/colabory,Tração
NOGORD.IO,SP,SANTO ANDRÉ,TIC e Telecom,B2B,SaaS,(Não informado),6-10,sbase.me/s/nogordio,Tração
SPARE4U,SP,SÃO PAULO,Serviços Profissionais,B2B2C,SaaS,(Não informado),6-10,sbase.me/s/spare4u,Tração
E4IT,SP,SÃO PAULO,TIC e Telecom,B2B,SaaS,(Não informado),6-10,sbase.me/s/e4it,Tração
NEXTDOC Gestão da Informação,SP,JUNDIAÍ,TIC e Telecom,B2B,SaaS,(Não informado),6-10,sbase.me/s/nextdoc-gestao-da-informacao,Operação
ProximITy consult,SP,SÃO PAULO,TIC e Telecom,B2B,Consumer,(Não informado),6-10,sbase.me/s/proximity-consult,Tração
2simplemkt,SP,SÃO PAULO,Outros,B2B,Consumer,(Não informado),6-10,sbase.me/s/2simplemkt,Tração
